release_path,unit_id,source_package_path,sha256,bytes
code/experiments/missing_celltype/generate_hiha_dc_supplementary_figures.py,hiha_matched_reference,code/experiments/missing_celltype/generate_hiha_dc_supplementary_figures.py,b045feed5d7876e1d130bae5063abc31065045556c84dfe36e303bb399fa0eca,7989
code/experiments/missing_celltype/generate_hiha_dc_threshold_sensitivity.py,hiha_parameter_and_calibration,code/experiments/missing_celltype/generate_hiha_dc_threshold_sensitivity.py,93d75224f2ec678de30f57be172454c04fa53d0535bd1a3ca7d8dbf80ed560a9,19439
code/experiments/missing_celltype/generate_hiha_rho_tau_alpha0_figure.py,hiha_matchability_attribution,code/experiments/missing_celltype/generate_hiha_rho_tau_alpha0_figure.py,a8276e7903baad507cdcf44b804b12ce6d27febffc02345302ca8f50fb00b0a0,15023
code/experiments/mouse_spleen/__main__.py,mouse_spleen_primary,code/experiments/mouse_spleen/__main__.py,35805fd6946950d4e294cdbfe2ac33db7cd8292aef59cca5953c89309c880128,1987
code/experiments/mouse_spleen/component_ablation.py,hiha_matchability_attribution,code/experiments/mouse_spleen/component_ablation.py,aebb6029e99b99b03db02426e78248c6f683a827658dc876252a1ddd7ef39326,29909
code/experiments/mouse_spleen/generate_figure4_panels.py,mouse_spleen_primary,code/experiments/mouse_spleen/generate_figure4_panels.py,f84e053eab9e0bc51355bb996bcb2f97af3f443fd66a6d377e1a5b8f1b2305bf,49948
code/experiments/mouse_spleen/generate_parameter_sensitivity_figure.py,mouse_spleen_parameter_sensitivity,code/experiments/mouse_spleen/generate_parameter_sensitivity_figure.py,47d1c37207f82d401db3793a40c4c1381df650ad196ba3b16148607485c4599b,826
code/experiments/mouse_spleen/generate_prior_dependence_figure.py,mouse_spleen_prior_dependence,code/experiments/mouse_spleen/generate_prior_dependence_figure.py,4595629ed1cc52bf9e6d4766c7517d60c803d05cbd2693fa03acb4194639ce04,15031
code/experiments/mouse_spleen/generate_proliferating_report.py,mouse_spleen_primary,code/experiments/mouse_spleen/generate_proliferating_report.py,25ad974df678c791e665e783e28cfd3fd8bb09d9ee2eef94c1075a8485be7a18,32374
code/experiments/mouse_spleen/generate_rho_tau_alpha5_figure.py,mouse_spleen_matchability_attribution,code/experiments/mouse_spleen/generate_rho_tau_alpha5_figure.py,5de2619871e61b73f2384cfef819ed45bef6855b30297f54778203a74566ca6a,12508
code/experiments/mouse_spleen/pipeline.py,mouse_spleen_primary,code/experiments/mouse_spleen/pipeline.py,ba0e2642b00bc4b09101a0a8377770fe89551cc84b8d981aaa44116b5258bc2b,205621
code/experiments/mouse_spleen/run_figure4_sensitivity.py,mouse_spleen_parameter_sensitivity,code/experiments/mouse_spleen/run_figure4_sensitivity.py,804c22fb8364411e9e4d3ee8ca31ec61c6fed453cde7c1de396199c2740722d1,15312
code/experiments/pbmc_state/generate_pbmc_compare_baseline.py,pbmc_primary,code/experiments/pbmc_state/generate_pbmc_compare_baseline.py,82d1c6564fed709b6f318aa3d02cd10ab458895349c78e99a5901ce22f88e04c,9439
code/experiments/pbmc_state/generate_pbmc_condition_specific_figure.py,pbmc_primary,code/experiments/pbmc_state/generate_pbmc_condition_specific_figure.py,6408165c5f3309c142df8208762263def0fbe2e4196d33a722c4c6cb35834553,1648
code/experiments/pbmc_state/generate_pbmc_figure3_panels.py,pbmc_primary,code/experiments/pbmc_state/generate_pbmc_figure3_panels.py,b8ce89667661bbb6eb98b43a83b7b399bc6395582cb027452131077183ac7abe,4820
code/experiments/pbmc_state/generate_pbmc_s6_matched_reference_rescue.py,pbmc_matched_reference,code/experiments/pbmc_state/generate_pbmc_s6_matched_reference_rescue.py,98c47c3693768a39cecbc32aa9c923d7aaff5b7b15d49a4a425cec7ae5fa1ad4,1568
code/experiments/pbmc_state/generate_pbmc_s7_calibration.py,pbmc_parameter_and_calibration,code/experiments/pbmc_state/generate_pbmc_s7_calibration.py,63b03cb324f6f8bff4a98e4c892aaf328aa22ceddcbeea791d45de6d7daed373,1665
code/experiments/pbmc_state/generate_pbmc_supplement.py,pbmc_matched_reference,code/experiments/pbmc_state/generate_pbmc_supplement.py,d143dd2d814699f6fa65fdc1ddea5b74c51c2ddd9827458a8e9bd0444459c8d0,873
code/experiments/rho_attribution_discovery_confirmation.py,hiha_matchability_attribution,code/experiments/rho_attribution_discovery_confirmation.py,56d487d5a07a573c5c8305795abd7d4c53a494baa8f61209ec6cd0bef86b4c6e,90617
code/experiments/rho_attribution_search.py,hiha_matchability_attribution,code/experiments/rho_attribution_search.py,75b699e43e28953aeb82d3e7baba11b8010474823eadcc032c5e57ab786e3cbc,27756
code/experiments/submission/build_convergence_environment_unit.py,convergence_and_environment,code/experiments/submission/build_convergence_environment_unit.py,4466a0d8b9684de21f3d5c9b6f35cc9600431edb0686a04c922bc8792284378f,25915
code/pyproject.toml,hiha_primary,code/pyproject.toml,43ad9a8bd4077717090c9575a10c9c4ada949dfc61beed6c74209a31c5935231,1434
code/regenerate_compatibility_scoped.py,hiha_compatibility_sensitivity,code/regenerate_compatibility_scoped.py,24627631143f28a21dc0e9a0e24cbeff76cf4a74a6078e07559b21cab79390bd,2330
code/regenerate_parameter_from_sources.py,hiha_parameter_and_calibration,code/regenerate_parameter_from_sources.py,8d2a29a02ffaeb1c8c43328f08cea71519f55611b5b5f5ec7517b7f95adb4230,1333
code/repository/experiments/component_ablation_surfaces.py,pbmc_compatibility_sensitivity,code/repository/experiments/component_ablation_surfaces.py,2996bbebb4e2c0c422608284cebb0ba13314d22cdb899a727a5898b1be75f3d8,30143
code/repository/experiments/mouse_spleen/component_ablation.py,pbmc_matchability_attribution,code/repository/experiments/mouse_spleen/component_ablation.py,aebb6029e99b99b03db02426e78248c6f683a827658dc876252a1ddd7ef39326,29909
code/repository/experiments/pbmc_rho_tau_heatmap.py,pbmc_matchability_attribution,code/repository/experiments/pbmc_rho_tau_heatmap.py,b68742b436a10b0e9d9197c2a05f31e1fabbf861d90f6ba5d7cb687217ef84be,38720
code/repository/experiments/pbmc_state/generate_pbmc_compare_baseline.py,pbmc_primary,code/repository/experiments/pbmc_state/generate_pbmc_compare_baseline.py,82d1c6564fed709b6f318aa3d02cd10ab458895349c78e99a5901ce22f88e04c,9439
code/repository/experiments/pbmc_state/generate_pbmc_figure3_panels.py,pbmc_primary,code/repository/experiments/pbmc_state/generate_pbmc_figure3_panels.py,b8ce89667661bbb6eb98b43a83b7b399bc6395582cb027452131077183ac7abe,4820
code/repository/experiments/pbmc_state/generate_pbmc_s6_matched_reference_rescue.py,pbmc_matched_reference,code/repository/experiments/pbmc_state/generate_pbmc_s6_matched_reference_rescue.py,98c47c3693768a39cecbc32aa9c923d7aaff5b7b15d49a4a425cec7ae5fa1ad4,1568
code/repository/experiments/pbmc_state/generate_pbmc_s7_calibration.py,pbmc_parameter_and_calibration,code/repository/experiments/pbmc_state/generate_pbmc_s7_calibration.py,63b03cb324f6f8bff4a98e4c892aaf328aa22ceddcbeea791d45de6d7daed373,1665
code/repository/experiments/pbmc_state/generate_pbmc_supplement.py,pbmc_primary,code/repository/experiments/pbmc_state/generate_pbmc_supplement.py,d143dd2d814699f6fa65fdc1ddea5b74c51c2ddd9827458a8e9bd0444459c8d0,873
code/repository/experiments/rho_attribution_search.py,pbmc_matchability_attribution,code/repository/experiments/rho_attribution_search.py,75b699e43e28953aeb82d3e7baba11b8010474823eadcc032c5e57ab786e3cbc,27756
code/repository/src/coreot/__init__.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/__init__.py,56d9ab70434a1b29f0b74cc32b8d93074db839d560d3904b7bfb17ceb6211427,79
code/repository/src/coreot/artifacts/__init__.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/artifacts/__init__.py,3c04551a64cbfe6c0267e03fe65b0d33d0feaa7385b288e884a303c5915dcee6,55
code/repository/src/coreot/artifacts/hashes.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/artifacts/hashes.py,4d7736415917f73fd9d38fd32a8e653054ea3f17359f4b615dceece348d76c31,351
code/repository/src/coreot/artifacts/manifests.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/artifacts/manifests.py,4c3e8ff5d6bc0f0198cf7d3d1571a5109ab35d0dc11889ca78e1455a1f71cd9d,980
code/repository/src/coreot/config/__init__.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/config/__init__.py,010f775ba2f50106a58619718cc4eeab454813a0d8fe81ad716e92083ed0110f,44
code/repository/src/coreot/config/load.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/config/load.py,7ffb2533dbe89ac82f913e14ca4edcd2a0e1b84e80af73234c86a8b789c06a85,419
code/repository/src/coreot/data/__init__.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/data/__init__.py,a6a64f2c826141b894c9e3ff305ffe322b67cd6c1545d436b91241a291201bff,40
code/repository/src/coreot/data/hidden.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/data/hidden.py,adbc37c97c450f3982a088734d92d01ea35db69e96d50a7d112b494060e03932,222
code/repository/src/coreot/data/schemas.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/data/schemas.py,259a1ad2fabec15ed23e55cd6f41a1efc73b74f3f62cf80220e3d351e9c77fc1,2760
code/repository/src/coreot/data/validation.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/data/validation.py,663ba102466b8057947d0799d7b695b5d4515b2742c58abf9bec62d18422acb9,2213
code/repository/src/coreot/evaluation/__init__.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/evaluation/__init__.py,e8b05530c934c9177edd7363ef337291911105523d58b7b69ecc07fc40aca95c,61
code/repository/src/coreot/evaluation/metrics.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/evaluation/metrics.py,8809e396d0d85d3a7a7e24ddd1b031b455edb3e14a39b547acabb335b6dba24d,1136
code/repository/src/coreot/preprocessing/__init__.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/preprocessing/__init__.py,2936e53aa12b76d9320d7c1cb6596759d66f373cabb25e18c9ecd72209443249,29
code/repository/src/coreot/preprocessing/provider_reliability.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/preprocessing/provider_reliability.py,e1fb0a39ffb6f646d923cbb76b6dc4777aa7f09d2c78917d107ddf8c1ea9b11c,13235
code/repository/src/coreot/results/grid.py,pbmc_primary,code/repository/src/coreot/results/grid.py,d7cb0948cff87c4b4e92a306b0f008c88e2429b5622ee7263afd71ca471ee464,2300
code/repository/src/coreot/results/pbmc_figure3.py,pbmc_primary,code/repository/src/coreot/results/pbmc_figure3.py,05a5288a7d967eb7fa08a5ba9b2276de0b570ac2bb2bf5815ed9d20a5b1ca45f,138868
code/repository/src/coreot/results/pbmc_s6_matched_reference_rescue.py,pbmc_matched_reference,code/repository/src/coreot/results/pbmc_s6_matched_reference_rescue.py,738ef782e848fa6d5d0f9d2dfaacad84b277ee8e9894b52211a344981d2aec9f,35954
code/repository/src/coreot/results/pbmc_s7_calibration.py,pbmc_parameter_and_calibration,code/repository/src/coreot/results/pbmc_s7_calibration.py,2e62a80efa183646e7e398e59e96173512a8367ccc5a8dbe56e318eb1679ae62,35379
code/repository/src/coreot/results/pbmc_supplement.py,pbmc_primary,code/repository/src/coreot/results/pbmc_supplement.py,6f922f7e3297171f2f36dfbf97e774c2331c68450d682c0761edcecaf6324f63,102670
code/repository/src/coreot/transport/__init__.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/transport/__init__.py,9918f5b305098c298b706a7860d8a7bfdad630728d74533eb6223543f7de384c,58
code/repository/src/coreot/transport/label_transfer.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/transport/label_transfer.py,90dedc9f3a589f3c98aaa946c693169946cd118edd38c921158287477f187528,1664
code/repository/src/coreot/transport/runner.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/transport/runner.py,cff0d76dd7685b075e0514ccdf35e4074908603b2684015daf7b25f463e3c5e4,41940
code/repository/src/coreot/transport/sinkhorn.py,pbmc_compatibility_sensitivity,code/repository/src/coreot/transport/sinkhorn.py,d6af79a819c82c879c254e5f0d8dd7da325724281d2aabb93b4c3083ca9b118c,7998
code/src/coreot/__init__.py,hiha_primary,code/src/coreot/__init__.py,56d9ab70434a1b29f0b74cc32b8d93074db839d560d3904b7bfb17ceb6211427,79
code/src/coreot/artifacts/__init__.py,hiha_primary,code/src/coreot/artifacts/__init__.py,3c04551a64cbfe6c0267e03fe65b0d33d0feaa7385b288e884a303c5915dcee6,55
code/src/coreot/artifacts/hashes.py,hiha_primary,code/src/coreot/artifacts/hashes.py,4d7736415917f73fd9d38fd32a8e653054ea3f17359f4b615dceece348d76c31,351
code/src/coreot/artifacts/manifests.py,hiha_primary,code/src/coreot/artifacts/manifests.py,4c3e8ff5d6bc0f0198cf7d3d1571a5109ab35d0dc11889ca78e1455a1f71cd9d,980
code/src/coreot/artifacts/run_artifacts.py,hiha_primary,code/src/coreot/artifacts/run_artifacts.py,ea465df8db8fa02306ba96f6a57504153814a42af276b6c7d69c48ea1dbd6aeb,13034
code/src/coreot/benchmarks/__init__.py,hiha_primary,code/src/coreot/benchmarks/__init__.py,353d8ac4de156eb180793636f9752b3cfca9bed2a4f2ff263f4494442ce45413,38
code/src/coreot/benchmarks/conditions.py,hiha_primary,code/src/coreot/benchmarks/conditions.py,6345d2a8a69b5ec7a687514b2b1a3bd12e5ada4ddd61443d7e689b3bac854610,164
code/src/coreot/benchmarks/missing_state.py,hiha_primary,code/src/coreot/benchmarks/missing_state.py,a4ea5c77769fb2881d998b7bd3679f10c8592f8f643a387c21e132cbc24856cd,28505
code/src/coreot/benchmarks/splits.py,hiha_primary,code/src/coreot/benchmarks/splits.py,bdbc391377308b920ea87aaf79276346735351efd4b0d5617af55a5f7e213c55,4070
code/src/coreot/benchmarks/validation.py,hiha_primary,code/src/coreot/benchmarks/validation.py,c82bc6b9edd2d2fb06135c1d759b490c5cfa8ce6aeb209ae68c42641b344cd05,10141
code/src/coreot/candidates/__init__.py,hiha_primary,code/src/coreot/candidates/__init__.py,aa0fba9f700989f75e7643d746ab18575fd1ae42185e2d332689256aa753da13,45
code/src/coreot/candidates/knn.py,hiha_primary,code/src/coreot/candidates/knn.py,517da9625cd445317c0fbf13e26b9ea4847be76dbb08173a4b7ae82da4a6d01e,4751
code/src/coreot/candidates/runner.py,hiha_primary,code/src/coreot/candidates/runner.py,93a0c15ddcebe393d505aafa22081b3fb5970f5f75adf2e4a1ed1cf0e58c44f8,8206
code/src/coreot/candidates/scaling.py,hiha_primary,code/src/coreot/candidates/scaling.py,ea5bade3740c6149d5517c1b7e467d6e7728a3aec904a74901672448434d8350,891
code/src/coreot/cli.py,hiha_primary,code/src/coreot/cli.py,4e1ec7bcb8cc922f97702c6b7752300dc425c51cae010b1d5d41e2f4451a566d,8474
code/src/coreot/config/__init__.py,hiha_primary,code/src/coreot/config/__init__.py,010f775ba2f50106a58619718cc4eeab454813a0d8fe81ad716e92083ed0110f,44
code/src/coreot/config/load.py,hiha_primary,code/src/coreot/config/load.py,7ffb2533dbe89ac82f913e14ca4edcd2a0e1b84e80af73234c86a8b789c06a85,419
code/src/coreot/data/__init__.py,hiha_primary,code/src/coreot/data/__init__.py,a6a64f2c826141b894c9e3ff305ffe322b67cd6c1545d436b91241a291201bff,40
code/src/coreot/data/hidden.py,hiha_primary,code/src/coreot/data/hidden.py,adbc37c97c450f3982a088734d92d01ea35db69e96d50a7d112b494060e03932,222
code/src/coreot/data/model_visible.py,hiha_primary,code/src/coreot/data/model_visible.py,e953a9aacdb424730e26963869900f9d65566ad5b637a2a2f39bcc6283c05ec1,1610
code/src/coreot/data/raw_import.py,hiha_primary,code/src/coreot/data/raw_import.py,813a25284c7829b8d597d9bb372d66296a422798e84386e9b7b7c2fc6e9285b7,11837
code/src/coreot/data/schemas.py,hiha_primary,code/src/coreot/data/schemas.py,259a1ad2fabec15ed23e55cd6f41a1efc73b74f3f62cf80220e3d351e9c77fc1,2760
code/src/coreot/data/validation.py,hiha_primary,code/src/coreot/data/validation.py,663ba102466b8057947d0799d7b695b5d4515b2742c58abf9bec62d18422acb9,2213
code/src/coreot/embeddings/__init__.py,hiha_primary,code/src/coreot/embeddings/__init__.py,1f1d4d04808216679762c567da09836a5da5d767fe8fb87548d3efe20ef9b14f,33
code/src/coreot/embeddings/incremental.py,hiha_primary,code/src/coreot/embeddings/incremental.py,f2670d373a1cba664a31682550efb6e710e7553d90ad82679d64ea442e868042,3482
code/src/coreot/embeddings/pca.py,hiha_primary,code/src/coreot/embeddings/pca.py,4074d5078b79c44bf0736fb5c58669b3ee74146a30754baed66dbb0f248c9f92,1711
code/src/coreot/embeddings/row_identity.py,hiha_primary,code/src/coreot/embeddings/row_identity.py,0a0944363bf8a4348be0f8098537005c984998c7cf881229344aea365076a962,301
code/src/coreot/embeddings/runner.py,hiha_primary,code/src/coreot/embeddings/runner.py,5b303f4c438394a2ccd0f304c6fecefb23dc1b9e0c414d78595cafa7cb72ad70,11552
code/src/coreot/evaluation/__init__.py,hiha_primary,code/src/coreot/evaluation/__init__.py,e8b05530c934c9177edd7363ef337291911105523d58b7b69ecc07fc40aca95c,61
code/src/coreot/evaluation/metrics.py,hiha_primary,code/src/coreot/evaluation/metrics.py,8809e396d0d85d3a7a7e24ddd1b031b455edb3e14a39b547acabb335b6dba24d,1136
code/src/coreot/evaluation/runner.py,hiha_primary,code/src/coreot/evaluation/runner.py,607e141e34bfb5079cb39b27f568ace93ed007a4006ce5efa148db82a2670277,10101
code/src/coreot/external_baselines/__init__.py,hiha_primary,code/src/coreot/external_baselines/__init__.py,1a679504550734984f2bbb792b37104da48e4597bf798167902dd8407e39d878,491
code/src/coreot/external_baselines/runner.py,hiha_primary,code/src/coreot/external_baselines/runner.py,70e9434d2473be5c88ef7a7f88d72ddd315ccd276701e36474eeb4b638241c72,34834
code/src/coreot/external_baselines/schema.py,hiha_primary,code/src/coreot/external_baselines/schema.py,eec3d62c33facbd9589c417c49af50af0634cab804726b3494f25fee1bbf22ef,2183
code/src/coreot/preprocessing/__init__.py,hiha_primary,code/src/coreot/preprocessing/__init__.py,2936e53aa12b76d9320d7c1cb6596759d66f373cabb25e18c9ecd72209443249,29
code/src/coreot/preprocessing/expression.py,hiha_primary,code/src/coreot/preprocessing/expression.py,503d0e1557e5c730d3c71f8eb47e0f95675f879a7211476245c3ddd09afc1376,2276
code/src/coreot/preprocessing/full_priors.py,hiha_primary,code/src/coreot/preprocessing/full_priors.py,0156f26a2cdd54784cb690382fc5d557e4bb2e505bb56e1fe9dfa45a723fa25c,32087
code/src/coreot/preprocessing/provider_reliability.py,hiha_primary,code/src/coreot/preprocessing/provider_reliability.py,e1fb0a39ffb6f646d923cbb76b6dc4777aa7f09d2c78917d107ddf8c1ea9b11c,13235
code/src/coreot/preprocessing/runner.py,hiha_primary,code/src/coreot/preprocessing/runner.py,3120143f611dcab19a4a1770932344e18b5d18dc8d91b432c32026525c802ea9,9902
code/src/coreot/priors/__init__.py,hiha_primary,code/src/coreot/priors/__init__.py,626e69bc97380d0544d1036a4cda8265526f7b6671352e1fa1c858b1b2471378,37
code/src/coreot/reports/__init__.py,hiha_primary,code/src/coreot/reports/__init__.py,cb9e161a06989d47856913c48012e2e78aca2f7bc034bdb0e1a1b59aaa243e03,25
code/src/coreot/reports/markdown.py,hiha_primary,code/src/coreot/reports/markdown.py,f8d843c089918186443cd3e888efafcef920a71892f99a2dd81d72fd0b86504d,3197
code/src/coreot/reports/runner.py,hiha_primary,code/src/coreot/reports/runner.py,811dd9ff3ba29cf5ddf4076495b229958d2ec4df51e007db882b4c466215ab98,4787
code/src/coreot/results/__init__.py,hiha_primary,code/src/coreot/results/__init__.py,75dcabc546f4afe8eef4b838c870839ac083c5961d7d4aea0919b7554712d14c,47
code/src/coreot/results/broad_grid.py,hiha_primary,code/src/coreot/results/broad_grid.py,2b77d99c417ed4f1a318688f654e4b131f8ab3d2979daf19c21903ceca0079fc,45929
code/src/coreot/results/compare_baselines.py,hiha_primary,code/src/coreot/results/compare_baselines.py,cd787edea6827d3941c189eec1156752e07c394492c5b5ebde3c720b65b5c9cc,25454
code/src/coreot/results/coreot_full_sensitivity.py,hiha_primary,code/src/coreot/results/coreot_full_sensitivity.py,0a0d38e45ebf133324fa8acaddd157edfe11c28d09eba9af536900592290bcb2,46702
code/src/coreot/results/experiment_overview.py,hiha_primary,code/src/coreot/results/experiment_overview.py,2b707e826519305ca68dd4bf986b3239a50575326694a091ee975a5435dddcf8,6381
code/src/coreot/results/external_baselines.py,hiha_primary,code/src/coreot/results/external_baselines.py,9b5359153aa53bc6b6aa91ad6124b9dcf05b6b221a8d70dd0c51c44ee6f35d64,33877
code/src/coreot/results/figures.py,hiha_primary,code/src/coreot/results/figures.py,22f30cc9121233fe2be21b70e38547d911f9cfa064dd8f66f60e8c6783aff593,69085
code/src/coreot/results/grid.py,hiha_primary,code/src/coreot/results/grid.py,d7cb0948cff87c4b4e92a306b0f008c88e2429b5622ee7263afd71ca471ee464,2300
code/src/coreot/results/grid_common.py,hiha_primary,code/src/coreot/results/grid_common.py,880a076c880dbb53a11f17010bf05e24ea0737791f543b3a716a9ba6b8f58c45,27586
code/src/coreot/results/hiha.py,hiha_primary,code/src/coreot/results/hiha.py,31b2046ef3d13980fa55398a3408900bc7c479500a640f3abc7769ef9f2d7346,19793
code/src/coreot/results/hiha_figure2.py,hiha_primary,code/src/coreot/results/hiha_figure2.py,cd2a5b8008a7977e3840f8de9c0a8550f72190e949010c7fb4a13bc66b0ee77c,124393
code/src/coreot/results/hiha_figure2_composite.py,hiha_primary,code/src/coreot/results/hiha_figure2_composite.py,a0e3bf5d6cbf047504366c9ba37369cc0e9bedcbe43b7937b513af8d6bb390fc,68640
code/src/coreot/results/hiha_main_figure.py,hiha_primary,code/src/coreot/results/hiha_main_figure.py,36bbd5b84559fc4728b6c757540b705e8178f64b1d316e5620deb6e143cceeee,30235
code/src/coreot/results/hiha_parameter_sensitivity.py,hiha_primary,code/src/coreot/results/hiha_parameter_sensitivity.py,fa46a35241ac8c25b8c7ae971b8604a60288a531c6003bea125c49b718322b80,22198
code/src/coreot/results/hiha_supplement.py,hiha_primary,code/src/coreot/results/hiha_supplement.py,9937027e1a025f15c8e720072d0400655c18f7d7ac8ad389ffa5dbaf24ca016d,84748
code/src/coreot/results/main_grid.py,hiha_primary,code/src/coreot/results/main_grid.py,887fc59bba00a77f5549703b00a6d2d522bedff30ce295dd2b6bf983223cb2c9,31996
code/src/coreot/results/matched_reference.py,hiha_primary,code/src/coreot/results/matched_reference.py,2b24061b8e1a08e535294e005df9aa39b645180cf6e623c328f0926344666db5,2130
code/src/coreot/results/mouse_spleen_parameter_sensitivity.py,hiha_primary,code/src/coreot/results/mouse_spleen_parameter_sensitivity.py,a895a97aaddc9dd47b96f958ba8ecd5bc41abd5c50bdc4f04d430a529d6bd9fa,12755
code/src/coreot/results/pbmc.py,hiha_primary,code/src/coreot/results/pbmc.py,4e08f33c19b94370836ceecc6e19b0a83b4f294dcd04934708ee1aa505ab3f8f,49182
code/src/coreot/results/pbmc_figure3.py,hiha_primary,code/src/coreot/results/pbmc_figure3.py,05a5288a7d967eb7fa08a5ba9b2276de0b570ac2bb2bf5815ed9d20a5b1ca45f,138868
code/src/coreot/results/pbmc_figure3_composite.py,hiha_primary,code/src/coreot/results/pbmc_figure3_composite.py,c440c7078d6e3e74d6416d7afb9bde66690a7afc5097c7c2f1a20ab795521681,39816
code/src/coreot/results/pbmc_figures.py,hiha_primary,code/src/coreot/results/pbmc_figures.py,b05bb7d6b619b55cb9470cd6743fdf2c2ed55fc5537c1ec32a4b334e57e182df,76523
code/src/coreot/results/pbmc_s5_parameter_selection.py,hiha_primary,code/src/coreot/results/pbmc_s5_parameter_selection.py,918a7e111111a2ea818550592598fe618c1609ddb30f9a1a0a5c5142885877e1,36105
code/src/coreot/results/pbmc_s6_matched_reference_rescue.py,hiha_primary,code/src/coreot/results/pbmc_s6_matched_reference_rescue.py,738ef782e848fa6d5d0f9d2dfaacad84b277ee8e9894b52211a344981d2aec9f,35954
code/src/coreot/results/pbmc_s7_calibration.py,hiha_primary,code/src/coreot/results/pbmc_s7_calibration.py,2e62a80efa183646e7e398e59e96173512a8367ccc5a8dbe56e318eb1679ae62,35379
code/src/coreot/results/pbmc_supplement.py,hiha_primary,code/src/coreot/results/pbmc_supplement.py,6f922f7e3297171f2f36dfbf97e774c2331c68450d682c0761edcecaf6324f63,102670
code/src/coreot/results/rank_recovery.py,hiha_primary,code/src/coreot/results/rank_recovery.py,a56d87d3341cda3fb8c8a7fc58c1b3a8557fa88801bca58b64f6d43e996f8eb4,22066
code/src/coreot/results/sweep_common.py,hiha_primary,code/src/coreot/results/sweep_common.py,8de977d4cdaf83dffb5c168983efc410520d2728cf71026c6b60266b67d6a8ae,11880
